mdl,dset,mse_pred_train,mse_pred_test,mse_sim_train,mse_sim_test,seed,proportion,param_norm
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,0,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,1,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,2,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,3,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,4,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,5,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,6,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,7,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,8,0.0,
Linear(),"CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.0037774076538293743,0.0059496577778290335,0.19668306722766435,0.20379674542759643,9,0.0,
"RBFSampler(5,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.31792081412821516,0.2628141512047257,5.762083536344099,4.29479745652082,0,0.01,3.7519234839988167
"RBFSampler(6,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.4380046580696674,0.19775531751693326,0.45141167085044503,0.5735079938567853,0,0.010985411419875584,3.2514446324246062
"RBFSampler(7,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.3382725610058011,0.41016161043495786,4.429547721177295,1.7486097203993058,0,0.012067926406393288,6.364533216964921
"RBFSampler(7,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.3382725610058011,0.41016161043495786,4.429547721177295,1.7486097203993058,0,0.013257113655901088,6.364533216964921
"RBFSampler(8,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.07418176286951712,0.09714960373291798,1.157969832425168,1.0627463026667248,0,0.014563484775012436,5.770664690548093
"RBFSampler(9,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.13367055692464624,0.19128354449976057,0.5246400302882658,0.29377496754158094,0,0.015998587196060583,3.999763953425339
"RBFSampler(10,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.6211424038654398,0.6619204382777053,1.4313413885432154,1.332757751500105,0,0.017575106248547922,4.359633787048002
"RBFSampler(11,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.20910700358472833,0.31552188846285684,3.6194809093918217,3.8943970143347735,0,0.019306977288832496,7.416011232106016
"RBFSampler(12,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.10793831243739856,0.17941261028737734,3.694643468915094,2.975881890366983,0,0.021209508879201904,8.7859905003758
"RBFSampler(13,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.05710646472342823,0.11153814160252191,10.101405915881804,3.27916078033094,0,0.023299518105153717,13.935421179167344
"RBFSampler(15,0.2,0,2000,1e-06)","CoupledElectricalDrives(unif,../data/coupled_electric_drives)",0.05448807269520992,0.11914111582915168,5.885031388359421,3.33369177358891,0,0.025595479226995357,6.855338193828125
